Samples,DEPTH,VP,VS,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOfluid,PHI,LFC
522,2.36E+03,3.06E+03,1.44E+03,5.83E+01,2.64E-01,2.20E+00,1.00E+00,1.00E+00,2.13E+00,6.74E+03,3.16E+03,1.13E-01,2.67E+00,1.09E+00,2.96E-01,1.00E+00
523,2.13E+03,2.30E+03,9.19E+02,1.01E+02,4.21E-01,2.25E+00,1.00E+00,1.00E+00,2.50E+00,5.17E+03,2.07E+03,5.95E-01,2.75E+00,1.09E+00,2.97E-01,4.00E+00
524,2.10E+03,2.43E+03,9.95E+02,8.93E+01,3.77E-01,2.26E+00,1.00E+00,9.25E-01,2.44E+00,5.50E+03,2.25E+03,4.65E-01,2.72E+00,1.09E+00,2.82E-01,4.00E+00
525,2.39E+03,3.13E+03,1.49E+03,5.51E+01,2.84E-01,2.24E+00,1.00E+00,1.00E+00,2.10E+00,7.00E+03,3.33E+03,7.61E-02,2.66E+00,1.09E+00,2.71E-01,1.00E+00
526,2.13E+03,2.24E+03,8.81E+02,1.14E+02,4.71E-01,2.25E+00,1.00E+00,1.00E+00,2.54E+00,5.04E+03,1.98E+03,7.48E-01,2.77E+00,1.09E+00,3.08E-01,4.00E+00
527,2.20E+03,2.90E+03,1.31E+03,8.68E+01,3.22E-01,2.21E+00,9.45E-01,1.00E+00,2.22E+00,6.40E+03,2.89E+03,4.36E-01,2.72E+00,1.07E+00,3.09E-01,4.00E+00
528,2.40E+03,3.25E+03,1.51E+03,6.64E+01,2.77E-01,2.23E+00,1.00E+00,1.00E+00,2.15E+00,7.24E+03,3.37E+03,2.04E-01,2.68E+00,1.09E+00,2.85E-01,4.00E+00
529,2.14E+03,2.39E+03,9.47E+02,9.48E+01,4.46E-01,2.26E+00,1.00E+00,1.00E+00,2.53E+00,5.42E+03,2.14E+03,5.27E-01,2.73E+00,1.09E+00,2.86E-01,4.00E+00
530,2.28E+03,3.23E+03,1.66E+03,7.01E+01,2.81E-01,2.23E+00,1.00E+00,1.00E+00,1.95E+00,7.20E+03,3.70E+03,2.47E-01,2.69E+00,1.09E+00,2.87E-01,4.00E+00
531,2.31E+03,3.25E+03,1.63E+03,5.75E+01,3.00E-01,2.19E+00,1.00E+00,1.00E+00,1.99E+00,7.11E+03,3.57E+03,1.03E-01,2.67E+00,1.09E+00,3.04E-01,1.00E+00
532,2.24E+03,2.72E+03,1.44E+03,6.28E+01,3.47E-01,2.10E+00,1.00E+00,1.00E+00,1.89E+00,5.71E+03,3.02E+03,1.63E-01,2.68E+00,1.09E+00,3.62E-01,1.00E+00
533,2.20E+03,2.68E+03,9.69E+02,8.41E+01,3.99E-01,2.22E+00,9.80E-01,1.00E+00,2.76E+00,5.94E+03,2.15E+03,4.05E-01,2.71E+00,1.08E+00,3.05E-01,4.00E+00
534,2.14E+03,2.38E+03,9.77E+02,8.92E+01,4.32E-01,2.26E+00,1.00E+00,1.00E+00,2.44E+00,5.39E+03,2.21E+03,4.64E-01,2.72E+00,1.09E+00,2.84E-01,4.00E+00
535,2.23E+03,2.95E+03,1.24E+03,6.59E+01,2.83E-01,2.15E+00,1.00E+00,1.00E+00,2.37E+00,6.34E+03,2.68E+03,1.99E-01,2.68E+00,1.09E+00,3.32E-01,1.00E+00
536,2.23E+03,2.73E+03,1.38E+03,8.14E+01,3.42E-01,2.21E+00,1.00E+00,1.00E+00,1.97E+00,6.02E+03,3.06E+03,3.74E-01,2.71E+00,1.09E+00,3.09E-01,4.00E+00
537,2.30E+03,3.15E+03,1.48E+03,7.81E+01,2.97E-01,2.25E+00,1.00E+00,1.00E+00,2.12E+00,7.07E+03,3.33E+03,3.37E-01,2.70E+00,1.09E+00,2.84E-01,4.00E+00
538,2.12E+03,2.56E+03,1.20E+03,8.77E+01,3.51E-01,2.28E+00,1.00E+00,9.49E-01,2.13E+00,5.83E+03,2.73E+03,4.46E-01,2.72E+00,1.09E+00,2.71E-01,4.00E+00
539,2.24E+03,2.71E+03,1.11E+03,7.67E+01,3.94E-01,2.13E+00,1.00E+00,1.00E+00,2.44E+00,5.79E+03,2.37E+03,3.21E-01,2.70E+00,1.09E+00,3.53E-01,4.00E+00
540,2.38E+03,3.10E+03,1.58E+03,6.33E+01,2.74E-01,2.21E+00,1.00E+00,1.00E+00,1.96E+00,6.86E+03,3.49E+03,1.69E-01,2.68E+00,1.09E+00,2.92E-01,1.00E+00
541,2.18E+03,2.90E+03,1.46E+03,6.42E+01,3.01E-01,2.14E+00,4.47E-01,9.55E-01,1.98E+00,6.20E+03,3.13E+03,1.80E-01,2.68E+00,9.19E-01,3.06E-01,2.00E+00
542,2.25E+03,3.24E+03,1.43E+03,6.05E+01,3.00E-01,2.14E+00,1.00E+00,1.00E+00,2.26E+00,6.93E+03,3.06E+03,1.38E-01,2.67E+00,1.09E+00,3.38E-01,1.00E+00
543,2.33E+03,3.08E+03,1.62E+03,6.69E+01,2.95E-01,2.19E+00,7.38E-01,9.82E-01,1.89E+00,6.74E+03,3.56E+03,2.10E-01,2.68E+00,1.01E+00,2.94E-01,4.00E+00
544,2.34E+03,3.23E+03,1.55E+03,6.28E+01,2.92E-01,2.19E+00,1.00E+00,1.00E+00,2.08E+00,7.06E+03,3.40E+03,1.64E-01,2.68E+00,1.09E+00,3.08E-01,1.00E+00
545,2.34E+03,3.19E+03,1.52E+03,6.99E+01,2.82E-01,2.21E+00,1.00E+00,1.00E+00,2.10E+00,7.05E+03,3.35E+03,2.45E-01,2.69E+00,1.09E+00,3.00E-01,4.00E+00
546,2.19E+03,2.50E+03,1.07E+03,8.30E+01,3.65E-01,2.20E+00,8.88E-01,9.13E-01,2.33E+00,5.49E+03,2.36E+03,3.93E-01,2.71E+00,1.06E+00,3.12E-01,4.00E+00
547,2.12E+03,2.55E+03,1.15E+03,8.64E+01,3.48E-01,2.27E+00,1.00E+00,9.54E-01,2.21E+00,5.79E+03,2.62E+03,4.31E-01,2.72E+00,1.09E+00,2.73E-01,4.00E+00
548,2.39E+03,3.01E+03,1.35E+03,6.16E+01,3.14E-01,2.18E+00,1.00E+00,1.00E+00,2.23E+00,6.56E+03,2.94E+03,1.50E-01,2.67E+00,1.09E+00,3.11E-01,1.00E+00
549,2.18E+03,2.88E+03,1.50E+03,6.09E+01,2.98E-01,2.13E+00,3.33E-01,9.17E-01,1.92E+00,6.13E+03,3.19E+03,1.42E-01,2.67E+00,8.83E-01,3.03E-01,2.00E+00
550,2.13E+03,2.33E+03,8.77E+02,9.42E+01,4.80E-01,2.24E+00,1.00E+00,1.00E+00,2.66E+00,5.24E+03,1.97E+03,5.20E-01,2.73E+00,1.09E+00,2.98E-01,4.00E+00
551,2.21E+03,3.11E+03,1.17E+03,7.60E+01,3.52E-01,2.28E+00,1.00E+00,1.00E+00,2.66E+00,7.08E+03,2.66E+03,3.13E-01,2.70E+00,1.09E+00,2.63E-01,4.00E+00
552,2.22E+03,3.00E+03,1.13E+03,8.80E+01,3.94E-01,2.16E+00,9.18E-01,1.00E+00,2.65E+00,6.49E+03,2.45E+03,4.50E-01,2.72E+00,1.06E+00,3.37E-01,4.00E+00
553,2.36E+03,3.06E+03,1.44E+03,6.24E+01,3.00E-01,2.19E+00,1.00E+00,1.00E+00,2.12E+00,6.69E+03,3.15E+03,1.59E-01,2.68E+00,1.09E+00,3.07E-01,1.00E+00
554,2.32E+03,3.05E+03,1.51E+03,8.62E+01,3.76E-01,2.31E+00,1.00E+00,1.00E+00,2.02E+00,7.04E+03,3.48E+03,4.29E-01,2.72E+00,1.09E+00,2.51E-01,4.00E+00
555,2.16E+03,2.50E+03,1.42E+03,5.89E+01,3.05E-01,2.10E+00,2.82E-01,7.69E-01,1.77E+00,5.26E+03,2.98E+03,1.20E-01,2.67E+00,8.67E-01,3.15E-01,2.00E+00
556,2.15E+03,2.41E+03,9.43E+02,7.37E+01,4.27E-01,2.31E+00,1.00E+00,1.00E+00,2.56E+00,5.57E+03,2.18E+03,2.87E-01,2.70E+00,1.09E+00,2.40E-01,4.00E+00
557,2.26E+03,3.23E+03,1.60E+03,6.45E+01,2.82E-01,2.20E+00,1.00E+00,1.00E+00,2.02E+00,7.10E+03,3.51E+03,1.83E-01,2.68E+00,1.09E+00,3.01E-01,1.00E+00
558,2.15E+03,2.47E+03,9.54E+02,8.65E+01,4.51E-01,2.27E+00,1.00E+00,1.00E+00,2.59E+00,5.62E+03,2.17E+03,4.33E-01,2.72E+00,1.09E+00,2.75E-01,4.00E+00
559,2.39E+03,2.98E+03,1.33E+03,6.87E+01,2.96E-01,2.16E+00,1.00E+00,1.00E+00,2.25E+00,6.44E+03,2.86E+03,2.30E-01,2.69E+00,1.09E+00,3.31E-01,4.00E+00
560,2.27E+03,3.09E+03,1.51E+03,7.91E+01,2.87E-01,2.25E+00,1.00E+00,1.00E+00,2.05E+00,6.95E+03,3.39E+03,3.48E-01,2.71E+00,1.09E+00,2.84E-01,4.00E+00
561,2.10E+03,2.35E+03,9.80E+02,9.16E+01,4.32E-01,2.25E+00,1.00E+00,9.06E-01,2.40E+00,5.28E+03,2.20E+03,4.91E-01,2.73E+00,1.09E+00,2.94E-01,4.00E+00
562,2.38E+03,3.09E+03,1.39E+03,6.31E+01,2.96E-01,2.19E+00,1.00E+00,1.00E+00,2.23E+00,6.76E+03,3.03E+03,1.67E-01,2.68E+00,1.09E+00,3.09E-01,1.00E+00
563,2.21E+03,2.49E+03,1.03E+03,8.48E+01,3.86E-01,2.21E+00,9.96E-01,1.00E+00,2.43E+00,5.50E+03,2.27E+03,4.13E-01,2.72E+00,1.09E+00,3.11E-01,4.00E+00
564,2.29E+03,3.21E+03,1.51E+03,6.65E+01,2.74E-01,2.24E+00,1.00E+00,1.00E+00,2.13E+00,7.19E+03,3.37E+03,2.06E-01,2.68E+00,1.09E+00,2.78E-01,4.00E+00
565,2.13E+03,2.36E+03,8.26E+02,9.47E+01,5.34E-01,2.25E+00,1.00E+00,1.00E+00,2.86E+00,5.32E+03,1.86E+03,5.26E-01,2.73E+00,1.09E+00,2.93E-01,4.00E+00
566,2.17E+03,2.58E+03,1.23E+03,6.24E+01,3.54E-01,2.04E+00,2.07E-01,7.31E-01,2.10E+00,5.26E+03,2.51E+03,1.59E-01,2.68E+00,8.44E-01,3.49E-01,2.00E+00
567,2.19E+03,2.71E+03,1.25E+03,8.87E+01,3.40E-01,2.18E+00,9.54E-01,1.00E+00,2.16E+00,5.90E+03,2.73E+03,4.57E-01,2.72E+00,1.08E+00,3.29E-01,4.00E+00
568,2.24E+03,2.87E+03,1.26E+03,5.81E+01,3.33E-01,2.12E+00,9.95E-01,1.00E+00,2.28E+00,6.07E+03,2.67E+03,1.10E-01,2.67E+00,1.09E+00,3.48E-01,1.00E+00
569,2.18E+03,2.92E+03,1.51E+03,6.37E+01,2.93E-01,2.13E+00,2.05E-01,9.39E-01,1.93E+00,6.23E+03,3.23E+03,1.74E-01,2.68E+00,8.44E-01,2.97E-01,2.00E+00
570,2.19E+03,2.97E+03,1.40E+03,7.13E+01,3.09E-01,2.19E+00,9.83E-01,1.00E+00,2.12E+00,6.49E+03,3.06E+03,2.60E-01,2.69E+00,1.08E+00,3.13E-01,4.00E+00
571,2.40E+03,3.18E+03,1.49E+03,6.13E+01,2.74E-01,2.23E+00,1.00E+00,1.00E+00,2.14E+00,7.09E+03,3.31E+03,1.47E-01,2.67E+00,1.09E+00,2.81E-01,1.00E+00
572,2.27E+03,2.93E+03,1.41E+03,7.93E+01,3.14E-01,2.27E+00,1.00E+00,1.00E+00,2.08E+00,6.67E+03,3.21E+03,3.51E-01,2.71E+00,1.09E+00,2.67E-01,4.00E+00
573,2.37E+03,3.12E+03,1.47E+03,7.47E+01,3.06E-01,2.30E+00,1.00E+00,1.00E+00,2.13E+00,7.18E+03,3.37E+03,2.99E-01,2.70E+00,1.09E+00,2.48E-01,4.00E+00
574,2.23E+03,2.98E+03,1.26E+03,6.74E+01,2.81E-01,2.15E+00,1.00E+00,1.00E+00,2.37E+00,6.39E+03,2.70E+03,2.15E-01,2.68E+00,1.09E+00,3.37E-01,4.00E+00
575,2.10E+03,2.39E+03,9.89E+02,9.26E+01,4.18E-01,2.28E+00,1.00E+00,9.39E-01,2.42E+00,5.46E+03,2.25E+03,5.02E-01,2.73E+00,1.09E+00,2.75E-01,4.00E+00
576,2.40E+03,3.10E+03,1.47E+03,6.13E+01,2.95E-01,2.23E+00,1.00E+00,1.00E+00,2.10E+00,6.90E+03,3.28E+03,1.46E-01,2.67E+00,1.09E+00,2.81E-01,1.00E+00
577,2.28E+03,3.30E+03,1.65E+03,6.50E+01,2.73E-01,2.24E+00,1.00E+00,1.00E+00,2.00E+00,7.38E+03,3.70E+03,1.88E-01,2.68E+00,1.09E+00,2.79E-01,1.00E+00
578,2.17E+03,2.85E+03,1.51E+03,6.36E+01,3.02E-01,2.10E+00,2.04E-01,8.61E-01,1.89E+00,5.99E+03,3.16E+03,1.72E-01,2.68E+00,8.43E-01,3.15E-01,2.00E+00
579,2.15E+03,2.58E+03,1.03E+03,9.30E+01,4.17E-01,2.29E+00,1.00E+00,1.00E+00,2.50E+00,5.91E+03,2.36E+03,5.07E-01,2.73E+00,1.09E+00,2.67E-01,4.00E+00
580,2.10E+03,2.36E+03,9.84E+02,9.27E+01,4.14E-01,2.29E+00,1.00E+00,1.00E+00,2.40E+00,5.40E+03,2.25E+03,5.03E-01,2.73E+00,1.09E+00,2.71E-01,4.00E+00
581,2.13E+03,2.30E+03,8.47E+02,8.87E+01,4.73E-01,2.24E+00,1.00E+00,1.00E+00,2.71E+00,5.14E+03,1.89E+03,4.58E-01,2.72E+00,1.09E+00,2.97E-01,4.00E+00
582,2.35E+03,3.04E+03,1.40E+03,5.73E+01,3.03E-01,2.19E+00,1.00E+00,1.00E+00,2.16E+00,6.66E+03,3.08E+03,1.02E-01,2.67E+00,1.09E+00,3.01E-01,1.00E+00
583,2.18E+03,2.91E+03,1.46E+03,7.50E+01,3.27E-01,2.17E+00,4.87E-01,9.80E-01,2.00E+00,6.32E+03,3.16E+03,3.03E-01,2.70E+00,9.31E-01,2.98E-01,4.00E+00
584,2.13E+03,2.40E+03,9.75E+02,8.96E+01,4.85E-01,2.26E+00,1.00E+00,1.00E+00,2.46E+00,5.42E+03,2.20E+03,4.68E-01,2.72E+00,1.09E+00,2.83E-01,4.00E+00
585,2.11E+03,2.28E+03,9.01E+02,9.17E+01,4.33E-01,2.23E+00,1.00E+00,1.00E+00,2.54E+00,5.09E+03,2.01E+03,4.91E-01,2.73E+00,1.09E+00,3.05E-01,4.00E+00
586,2.18E+03,2.90E+03,1.53E+03,6.58E+01,3.33E-01,2.15E+00,5.17E-01,9.99E-01,1.90E+00,6.23E+03,3.28E+03,1.98E-01,2.68E+00,9.40E-01,3.06E-01,2.00E+00
587,2.14E+03,2.45E+03,1.04E+03,8.52E+01,4.26E-01,2.28E+00,1.00E+00,1.00E+00,2.36E+00,5.58E+03,2.37E+03,4.18E-01,2.72E+00,1.09E+00,2.69E-01,4.00E+00
588,2.24E+03,2.71E+03,1.26E+03,6.57E+01,3.28E-01,2.09E+00,9.76E-01,1.00E+00,2.16E+00,5.66E+03,2.63E+03,1.96E-01,2.68E+00,1.08E+00,3.73E-01,1.00E+00
589,2.27E+03,3.19E+03,1.58E+03,6.65E+01,2.85E-01,2.18E+00,1.00E+00,1.00E+00,2.01E+00,6.97E+03,3.46E+03,2.05E-01,2.68E+00,1.09E+00,3.13E-01,4.00E+00
590,2.12E+03,2.62E+03,1.22E+03,8.88E+01,3.52E-01,2.29E+00,1.00E+00,9.72E-01,2.15E+00,6.00E+03,2.79E+03,4.59E-01,2.72E+00,1.09E+00,2.67E-01,4.00E+00
591,2.35E+03,3.05E+03,1.38E+03,5.91E+01,2.75E-01,2.19E+00,1.00E+00,1.00E+00,2.21E+00,6.66E+03,3.01E+03,1.22E-01,2.67E+00,1.09E+00,3.06E-01,1.00E+00
592,2.36E+03,3.02E+03,1.51E+03,6.44E+01,2.44E-01,2.25E+00,1.00E+00,1.00E+00,2.01E+00,6.78E+03,3.38E+03,1.82E-01,2.68E+00,1.09E+00,2.73E-01,1.00E+00
593,2.34E+03,3.19E+03,1.50E+03,6.31E+01,2.68E-01,2.21E+00,1.00E+00,1.00E+00,2.12E+00,7.05E+03,3.32E+03,1.67E-01,2.68E+00,1.09E+00,2.93E-01,1.00E+00
594,2.32E+03,3.09E+03,1.46E+03,6.76E+01,2.76E-01,2.21E+00,1.00E+00,1.00E+00,2.12E+00,6.83E+03,3.22E+03,2.19E-01,2.68E+00,1.09E+00,2.97E-01,4.00E+00
595,2.23E+03,3.11E+03,1.50E+03,6.71E+01,3.12E-01,2.19E+00,1.00E+00,1.00E+00,2.07E+00,6.83E+03,3.30E+03,2.12E-01,2.68E+00,1.09E+00,3.07E-01,4.00E+00
596,2.17E+03,3.42E+03,1.35E+03,6.46E+01,3.21E-01,2.06E+00,1.93E-01,7.52E-01,2.53E+00,7.05E+03,2.79E+03,1.84E-01,2.68E+00,8.40E-01,3.35E-01,2.00E+00
597,2.23E+03,3.04E+03,1.45E+03,6.55E+01,3.00E-01,2.17E+00,1.00E+00,1.00E+00,2.10E+00,6.59E+03,3.14E+03,1.94E-01,2.68E+00,1.09E+00,3.24E-01,1.00E+00
598,2.32E+03,3.16E+03,1.58E+03,8.49E+01,3.59E-01,2.29E+00,1.00E+00,1.00E+00,2.00E+00,7.23E+03,3.61E+03,4.15E-01,2.72E+00,1.09E+00,2.64E-01,4.00E+00
599,2.31E+03,3.26E+03,1.62E+03,6.11E+01,2.69E-01,2.17E+00,1.00E+00,1.00E+00,2.01E+00,7.07E+03,3.51E+03,1.45E-01,2.67E+00,1.09E+00,3.19E-01,1.00E+00
600,2.35E+03,3.15E+03,1.41E+03,6.25E+01,3.00E-01,2.18E+00,1.00E+00,1.00E+00,2.24E+00,6.86E+03,3.07E+03,1.61E-01,2.68E+00,1.09E+00,3.11E-01,1.00E+00
601,2.39E+03,2.99E+03,1.37E+03,6.03E+01,3.08E-01,2.15E+00,1.00E+00,1.00E+00,2.18E+00,6.43E+03,2.95E+03,1.35E-01,2.67E+00,1.09E+00,3.28E-01,1.00E+00
602,2.19E+03,2.84E+03,1.27E+03,7.07E+01,3.03E-01,2.16E+00,1.00E+00,1.00E+00,2.24E+00,6.13E+03,2.73E+03,2.53E-01,2.69E+00,1.09E+00,3.31E-01,4.00E+00
603,2.36E+03,3.04E+03,1.45E+03,6.63E+01,2.58E-01,2.31E+00,1.00E+00,1.00E+00,2.10E+00,7.02E+03,3.34E+03,2.03E-01,2.68E+00,1.09E+00,2.34E-01,4.00E+00
604,2.40E+03,3.03E+03,1.45E+03,6.17E+01,3.00E-01,2.17E+00,1.00E+00,1.00E+00,2.09E+00,6.58E+03,3.14E+03,1.51E-01,2.67E+00,1.09E+00,3.19E-01,1.00E+00
605,2.20E+03,2.49E+03,8.76E+02,8.71E+01,3.62E-01,2.18E+00,9.26E-01,1.00E+00,2.84E+00,5.42E+03,1.91E+03,4.40E-01,2.72E+00,1.07E+00,3.26E-01,4.00E+00
606,2.17E+03,2.17E+03,9.83E+02,8.48E+01,4.46E-01,2.13E+00,4.45E-01,7.94E-01,2.21E+00,4.62E+03,2.09E+03,4.13E-01,2.72E+00,9.18E-01,3.27E-01,4.00E+00
607,2.38E+03,3.12E+03,1.37E+03,5.89E+01,2.88E-01,2.20E+00,1.00E+00,1.00E+00,2.27E+00,6.85E+03,3.02E+03,1.20E-01,2.67E+00,1.09E+00,2.99E-01,1.00E+00
608,2.16E+03,2.62E+03,1.27E+03,5.68E+01,3.23E-01,2.12E+00,6.46E-01,1.00E+00,2.06E+00,5.57E+03,2.70E+03,9.53E-02,2.67E+00,9.80E-01,3.21E-01,2.00E+00
609,2.39E+03,3.37E+03,1.60E+03,6.05E+01,2.87E-01,2.22E+00,1.00E+00,1.00E+00,2.11E+00,7.46E+03,3.54E+03,1.38E-01,2.67E+00,1.09E+00,2.88E-01,1.00E+00
610,2.25E+03,2.59E+03,1.00E+03,8.40E+01,4.38E-01,2.21E+00,9.25E-01,1.00E+00,2.58E+00,5.72E+03,2.22E+03,4.04E-01,2.71E+00,1.07E+00,3.04E-01,4.00E+00
611,2.28E+03,3.24E+03,1.67E+03,7.53E+01,2.79E-01,2.23E+00,1.00E+00,1.00E+00,1.94E+00,7.22E+03,3.72E+03,3.05E-01,2.70E+00,1.09E+00,2.92E-01,4.00E+00
612,2.15E+03,2.52E+03,1.06E+03,9.22E+01,4.12E-01,2.30E+00,1.00E+00,9.90E-01,2.39E+00,5.79E+03,2.43E+03,4.98E-01,2.73E+00,1.09E+00,2.63E-01,4.00E+00
613,2.36E+03,3.14E+03,1.40E+03,6.07E+01,2.70E-01,2.19E+00,9.81E-01,1.00E+00,2.25E+00,6.87E+03,3.05E+03,1.39E-01,2.67E+00,1.08E+00,3.06E-01,1.00E+00
614,2.17E+03,2.63E+03,1.24E+03,6.47E+01,3.54E-01,2.04E+00,1.97E-01,7.41E-01,2.11E+00,5.37E+03,2.54E+03,1.85E-01,2.68E+00,8.41E-01,3.46E-01,2.00E+00
615,2.32E+03,2.98E+03,1.40E+03,8.08E+01,3.27E-01,2.30E+00,1.00E+00,1.00E+00,2.13E+00,6.86E+03,3.22E+03,3.68E-01,2.71E+00,1.09E+00,2.52E-01,4.00E+00
616,2.15E+03,2.45E+03,1.04E+03,8.86E+01,3.88E-01,2.28E+00,1.00E+00,1.00E+00,2.35E+00,5.58E+03,2.37E+03,4.57E-01,2.72E+00,1.09E+00,2.72E-01,4.00E+00
617,2.14E+03,2.40E+03,9.43E+02,7.67E+01,4.57E-01,2.25E+00,9.90E-01,1.00E+00,2.55E+00,5.41E+03,2.12E+03,3.21E-01,2.70E+00,1.09E+00,2.79E-01,4.00E+00
618,2.21E+03,2.55E+03,9.44E+02,7.36E+01,3.30E-01,2.20E+00,9.60E-01,1.00E+00,2.70E+00,5.63E+03,2.08E+03,2.86E-01,2.70E+00,1.08E+00,3.03E-01,4.00E+00
619,2.28E+03,3.11E+03,1.60E+03,7.74E+01,3.56E-01,2.29E+00,1.00E+00,1.00E+00,1.94E+00,7.11E+03,3.66E+03,3.29E-01,2.70E+00,1.09E+00,2.58E-01,4.00E+00
620,2.39E+03,3.35E+03,1.61E+03,5.99E+01,2.71E-01,2.23E+00,1.00E+00,1.00E+00,2.09E+00,7.47E+03,3.58E+03,1.31E-01,2.67E+00,1.09E+00,2.80E-01,1.00E+00
621,2.16E+03,2.01E+03,1.13E+03,6.85E+01,3.54E-01,2.17E+00,5.59E-01,9.54E-01,1.78E+00,4.36E+03,2.45E+03,2.28E-01,2.69E+00,9.53E-01,2.99E-01,4.00E+00
622,2.18E+03,2.73E+03,1.34E+03,6.53E+01,2.96E-01,2.14E+00,5.38E-01,9.61E-01,2.03E+00,5.84E+03,2.88E+03,1.92E-01,2.68E+00,9.47E-01,3.10E-01,2.00E+00
623,2.19E+03,3.08E+03,1.28E+03,6.44E+01,2.86E-01,2.20E+00,1.00E+00,1.00E+00,2.41E+00,6.77E+03,2.81E+03,1.82E-01,2.68E+00,1.09E+00,3.01E-01,1.00E+00
624,2.39E+03,2.98E+03,1.40E+03,6.23E+01,2.85E-01,2.18E+00,1.00E+00,1.00E+00,2.13E+00,6.48E+03,3.05E+03,1.58E-01,2.68E+00,1.09E+00,3.13E-01,1.00E+00
625,2.16E+03,2.74E+03,1.36E+03,6.17E+01,3.16E-01,2.18E+00,7.12E-01,1.00E+00,2.01E+00,5.95E+03,2.96E+03,1.51E-01,2.67E+00,1.00E+00,2.98E-01,2.00E+00
626,2.36E+03,3.05E+03,1.48E+03,6.18E+01,2.90E-01,2.19E+00,1.00E+00,1.00E+00,2.06E+00,6.69E+03,3.25E+03,1.52E-01,2.67E+00,1.09E+00,3.05E-01,1.00E+00
627,2.31E+03,3.19E+03,1.60E+03,5.84E+01,2.87E-01,2.19E+00,1.00E+00,1.00E+00,2.00E+00,7.01E+03,3.50E+03,1.13E-01,2.67E+00,1.09E+00,3.00E-01,1.00E+00
628,2.19E+03,2.84E+03,1.20E+03,8.57E+01,3.57E-01,2.26E+00,9.01E-01,1.00E+00,2.38E+00,6.42E+03,2.70E+03,4.23E-01,2.72E+00,1.06E+00,2.78E-01,4.00E+00
629,2.28E+03,3.12E+03,1.55E+03,6.41E+01,3.02E-01,2.17E+00,1.00E+00,1.00E+00,2.02E+00,6.77E+03,3.36E+03,1.78E-01,2.68E+00,1.09E+00,3.22E-01,1.00E+00
630,2.34E+03,3.02E+03,1.41E+03,9.29E+01,3.29E-01,2.35E+00,1.00E+00,1.00E+00,2.14E+00,7.10E+03,3.32E+03,5.06E-01,2.73E+00,1.09E+00,2.33E-01,4.00E+00
631,2.34E+03,2.98E+03,1.37E+03,8.72E+01,3.23E-01,2.31E+00,1.00E+00,1.00E+00,2.17E+00,6.89E+03,3.18E+03,4.40E-01,2.72E+00,1.09E+00,2.49E-01,4.00E+00
632,2.13E+03,2.39E+03,9.04E+02,8.67E+01,4.96E-01,2.25E+00,1.00E+00,1.00E+00,2.65E+00,5.40E+03,2.04E+03,4.35E-01,2.72E+00,1.09E+00,2.85E-01,4.00E+00
633,2.32E+03,3.33E+03,1.68E+03,5.88E+01,2.87E-01,2.20E+00,1.00E+00,1.00E+00,1.99E+00,7.31E+03,3.68E+03,1.18E-01,2.67E+00,1.09E+00,3.00E-01,1.00E+00
634,2.37E+03,2.97E+03,1.34E+03,6.00E+01,2.91E-01,2.17E+00,1.00E+00,1.00E+00,2.21E+00,6.44E+03,2.92E+03,1.32E-01,2.67E+00,1.09E+00,3.17E-01,1.00E+00
635,2.26E+03,3.21E+03,1.64E+03,6.39E+01,2.85E-01,2.21E+00,1.00E+00,1.00E+00,1.96E+00,7.10E+03,3.62E+03,1.76E-01,2.68E+00,1.09E+00,2.96E-01,1.00E+00
636,2.11E+03,2.31E+03,8.84E+02,1.04E+02,4.22E-01,2.23E+00,1.00E+00,1.00E+00,2.61E+00,5.16E+03,1.98E+03,6.31E-01,2.75E+00,1.09E+00,3.11E-01,4.00E+00
637,2.10E+03,2.36E+03,9.74E+02,9.18E+01,4.22E-01,2.26E+00,1.00E+00,9.33E-01,2.42E+00,5.33E+03,2.20E+03,4.93E-01,2.73E+00,1.09E+00,2.85E-01,4.00E+00
638,2.12E+03,2.40E+03,1.11E+03,8.45E+01,3.54E-01,2.28E+00,1.00E+00,1.00E+00,2.15E+00,5.47E+03,2.54E+03,4.10E-01,2.72E+00,1.09E+00,2.67E-01,4.00E+00
639,2.18E+03,2.88E+03,1.40E+03,6.68E+01,3.00E-01,2.13E+00,4.59E-01,9.97E-01,2.06E+00,6.13E+03,2.98E+03,2.09E-01,2.68E+00,9.22E-01,3.16E-01,4.00E+00
640,2.22E+03,2.69E+03,1.24E+03,6.58E+01,3.25E-01,2.11E+00,1.00E+00,1.00E+00,2.16E+00,5.66E+03,2.61E+03,1.98E-01,2.68E+00,1.09E+00,3.61E-01,1.00E+00
641,2.28E+03,3.31E+03,1.67E+03,6.10E+01,2.70E-01,2.19E+00,1.00E+00,1.00E+00,1.98E+00,7.25E+03,3.65E+03,1.43E-01,2.67E+00,1.09E+00,3.04E-01,1.00E+00
642,2.11E+03,2.40E+03,9.83E+02,1.05E+02,4.17E-01,2.28E+00,1.00E+00,1.00E+00,2.44E+00,5.48E+03,2.25E+03,6.37E-01,2.75E+00,1.09E+00,2.81E-01,4.00E+00
643,2.28E+03,3.30E+03,1.62E+03,6.13E+01,2.79E-01,2.20E+00,1.00E+00,1.00E+00,2.04E+00,7.28E+03,3.57E+03,1.46E-01,2.67E+00,1.09E+00,2.96E-01,1.00E+00
